Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Company Age
Eventtia ⎮Event Management Software Trusted by Global Brands,Eventtia ⎮Event Management Software Trusted by Global Brands,Cold,,57,information technology & services,david@davidjacobbusinessbrokers.com,http://www.eventtia.com,http://www.linkedin.com/company/eventtia,https://www.facebook.com/eventtia.ems,https://twitter.com/eventtia,,Miami,Florida,United States,33128,"Miami, Florida, United States, 33128","event technology, mobile apps, event promotion, event management, retail technology, software as a service, marketing technology, digital innovation, api software, it consulting, software development, web services, cloud solutions, platform as a service, enterprise software, events, software, information technology, event planning software, event registration, ticketing solutions, online payments, event marketing, on-site check-in, access management, event data analytics, virtual events, hybrid events, attendee engagement, interactivity tools, b2b matchmaking, networking solutions, open api integration, customizable event app, regulatory compliance, group registration, custom registration forms, flexible pricing options, discount codes, real-time reporting, digital experiences, seamless attendee experience, user-friendly interface, customer support, enterprise-level features, custom workflows, multi-language support, event branding, live chat integration, polling tools, feedback collection, data synchronization, crm integration, social networking for attendees, live event statistics, custom event pages, event reminders, saas solutions, professional services, user engagement strategies, full event lifecycle management, data ownership, mobile app features, events services, enterprises, computer software, information technology & services, b2b, saas, management consulting, cloud computing, paas, marketing & advertising, professional training & coaching",'+33 6 12 85 50 20,"Eventtia provides event management solutions for In-Person, Virtual, and Hybrid events. Set up registrations, accept payments, manage guests, and more.","Cloudflare DNS, Gmail, Google Apps, Helpscout, CloudFlare Hosting, Amazon AWS, Mixpanel, Hubspot, React Redux, MailJet, Amadesa, Linkedin Marketing Solutions, Facebook Widget, AdRoll, Hotjar, Bootstrap Framework, Linkedin Widget, Segment.io, Facebook Custom Audiences, Facebook Login (Connect), Google Font API, Cedexis Radar, Cvent, DoubleClick, Lucky Orange, Google Tag Manager, Mobile Friendly, Ruby On Rails, Linkedin Login, YouTube, Google Dynamic Remarketing, Vimeo, Paypal, reCAPTCHA, WordPress.org, Google AdWords Conversion, Google Play, Google Analytics, Adobe Media Optimizer, DoubleClick Conversion, Gusto, Android, Discord, Reviews, Basis, AI, Remote, TikTok",,,,,4500000,,684383fe6c2a670001e85ced,,"Eventtia is an all-in-one event management platform that simplifies the planning, execution, and analysis of in-person, virtual, and hybrid events. It provides a comprehensive solution for corporate, B2B, and consumer events, enabling organizers to manage registrations, payments, marketing, and post-event analytics through a single interface.

The platform includes features such as customizable event registration forms, ticketing and payment integration with services like Stripe and PayPal, and tools for event marketing, including a drag-and-drop editor for branded pages. Eventtia also offers on-site check-in capabilities, a branded mobile app for attendee engagement, and a virtual stage for live streaming events. Additionally, it provides AI-driven matchmaking for networking and real-time analytics to track event performance. With its scalable and multilingual support, Eventtia is designed to meet the needs of international event organizers.",2014,,,,,,
Marketecture,Marketecture,Cold,,12,information technology & services,david@davidjacobbusinessbrokers.com,http://www.marketect.io,http://www.linkedin.com/company/marketecturellc,https://facebook.com/marketecturellc,https://twitter.com/marketecture,,Cary,North Carolina,United States,,"Cary, North Carolina, United States","digital marketing, crm, platform solutioning, consulting, digital environments, customer experience design, cms, apps, ux, web, software, software management, technology, information & media, marketing & advertising, sales, enterprise software, enterprises, computer software, information technology & services, b2b",'+1 877-870-7221,"Creativity + technology united to build stronger brands and better software. Services include marketing, software design and tech solutioning.","Route 53, Gmail, Google Apps, Amazon AWS, Apache, Mobile Friendly, Google Tag Manager, Google Font API, WordPress.org, reCAPTCHA, Android, Render, Remote, SharePoint, Flutter, Circle, Python, Reviews, AI, Canva, IoT, Node.js, Data Analytics, Zoom Webinar, React Native, Laravel",,,,,1198000,,684383fe6c2a670001e85ce3,7380,"Marketecture is equal parts digital marketing and technology consultancy. Why? It's a direct reflection of the company's founder and principal, Michael Worthington. His education and experience creating compelling content delivered through innovative technology has allowed him to ""marchitect"" solutions only possible from this rare combination of skills.

Our goal is to extend this unified left/right brain approach to help our clients build better brands, deliver award-winning marketing and create dazzling software products and solutions.",2002,,,,,,
The eVSM Group,The eVSM Group,Cold,,12,information technology & services,david@davidjacobbusinessbrokers.com,http://www.evsm.com,http://www.linkedin.com/company/theevsmgroup,https://facebook.com/pages/The-eVSM-Group/330521670376707,,7577 Central Parke Blvd,Mason,Ohio,United States,45040,"7577 Central Parke Blvd, Mason, Ohio, United States, 45040","drawing of maps, software, lean, information technology, software development, digital value stream mapping, value stream mapping software, mixed model vsm, lean performance improvement, bottleneck detection, process optimization, current state mapping, future state design, waste identification, lean manufacturing applications, supply network mapping, transactional value stream, lean design tools, automated analytics, resource balance charts, lead time reduction, capacity improvement, cost savings, efficiency enhancement, elearning for vsm, lean training tools, visual mapping applications, implementation planning, gantt chart management, kaizen burst prioritization, improvement ideation, continuous improvement process, real-time data analysis, fortune 500 compliance, multi-product mapping, plant-level mapping, scalability in vsm, metrics visualization, process flow analysis, lean healthcare applications, pharmaceutical value streams, food processing mapping, spaghetti diagramming tools, kanban calculation, project management integration, user-friendly interface, value stream dashboards, remote collaboration tools, test & certification programs, feedback & support features, software integration capabilities, information technology & services",'+1 513-258-8540,"eVSM Value Stream Mapping Software or VSM Software is the fastest way to capture, analyze, and improve mixed model value streams. Value stream maps created in eVSM are visual and will quickly grab your audience's attention. Application areas include lean manufacturing, lean production, lean supply networks, lean processing, lean office, lean services, lean healthcare, and lean Pharma.","Gmail, Google Apps, Google Tag Manager, Mobile Friendly, Linkedin Marketing Solutions, Bootstrap Framework, Varnish, Nginx, Basis",,,,,10075000,,684383fe6c2a670001e85cee,7373,"The eVSM Software is the easiest, most automated way to draw, analyze, and share value stream maps. It's used to reduce waste, balance lines, save costs, increase capacity, and reduce lead times. Three standout aspects of the software

It provides separate vertical applications with deep analytics for production, supply network and transactional value stream maps. It supports every VSM type that an organization has.
It uniquely simplifies mapping and analytics for mixed model production lines and networks.
It supports the FULL improvement cycle from current state mapping to waste identification to improvements ideation and management to future state design to implementation planning
The software is deployed at a division or company level and is the lean toolkit standard at many companies.",2002,,,,,,
Drevol,Drevol,Cold,,39,information technology & services,david@davidjacobbusinessbrokers.com,http://www.drevol.com,http://www.linkedin.com/company/drevol-llc,https://www.facebook.com/drevolcom,https://twitter.com/drevol,16300 Redmond Way,Redmond,Washington,United States,98052-3824,"16300 Redmond Way, Redmond, Washington, United States, 98052-3824","computer software, digital marketing, emarketplace solutions, information technology, mobile, travel, cars, navigation, it services & it consulting, cloud migration, cloud development, cloud support, cloud advisory, cloud first approach, database modernization, database services, ai as a service, artificial intelligence, machine learning, business analytics, enterprise ai development, computer vision, chatbots, natural language processing, blockchain solutions, iot solutions, digital transformation, digital core, advanced analytics, agile business processes, software development, devops, data science, data warehousing, content management, ecommerce solutions, smart healthcare solutions, retail technology, telecom solutions, banking technology, insurance technology, real estate solutions, hospitality technology, ai platform, data annotation, model training management, predictive analytics, actionable insights, user interface development, cybersecurity compliance, data privacy, 24/7 support services, managed it services, project management, enterprise software development, cross-technology expertise, agile technology adoption, technology consulting, risk assessment, information technology & services, marketing & advertising, internet, automotive, e-commerce, consumer internet, consumers, enterprise software, enterprises, b2b, productivity, management consulting",,,"Outlook, GoDaddy Hosting, Bootstrap Framework, Mobile Friendly, ASP.NET, JQuery 1.11.1, Microsoft-IIS",,,,,2169000,,684383fe6c2a670001e85cf4,,"Drevol is a global information technology and business process services company. It specializes in a variety of services, including Cloud, Digital Marketing, Business Analytics, and Data Warehousing. The company focuses on integrating technologies to optimize business processes, enhancing their effectiveness and engagement.

Drevol offers a range of services such as AI App Development, where it creates intelligent business applications. It also provides Computer Vision Services for visual analytics, enabling precise diagnostics. Additionally, the company implements Natural Language Processing and develops chatbots to enhance user engagement. Drevol collaborates on machine learning training models and offers tailored product engineering and IT services for industries like Healthcare, Retail, Hospitality, and Finance.",,,,,,,
NowDocs,NowDocs,Cold,,13,information technology & services,david@davidjacobbusinessbrokers.com,http://www.nowdocs.com,http://www.linkedin.com/company/nowdocs,https://facebook.com/nowdocs,https://twitter.com/NowDocsNowPrint,1985 Lookout Drive,North Mankato,Minnesota,United States,56003,"1985 Lookout Drive, North Mankato, Minnesota, United States, 56003","saas, business process management, digital print, document management, software, ecommerce, software development, bpm software, document distribution, nowforms, nowchecks, flash media, check printing software, laser checks, web to print, print management solutions, electronic document routing, remote printing, automated file conversions, bulk emailing, email confirmations, secure check printing, micr lines, scalable faxing, document imaging, modular software, check audit reports, financial document management, laserjet printer compatibility, custom company logos, document workflow, cost effective printing, business automation, invoice management, payment processing, secure signature printing, digital forms, time-saving solutions, reusability of forms, data management solutions, customer self-service, document retention, form management, remote access to documents, customizable check forms, business efficiency tools, integrative software, enterprise level solutions, cost reduction, paperless solutions, electronic hardware products, corporate design guidelines, computer software, information technology & services, e-commerce, consumer internet, consumers, internet",'+1 714-455-7200,NowDocs business process management software allows enterprise level document management users to print checks created with your financial system and more. Our BPM software will handle any size business.,"Outlook, Microsoft Office 365, ASP.NET, StatCounter, Google Analytics, Microsoft-IIS, Intuit, AI",,,,,5906000,,684383f76c2a670001e8548d,7380,"Company: NowDocs
Products: NowPrint

-Print Industry Web to Print Solution
-Business Process Management Solutions
-Document Management Solutions

NowPrint:
Print enabled eCommerce for print service providers of all sizes, NowPrint allows you to extend your workflow to your customer's desktop - making them both the beneficiary of your products and services as well as an active participant in the process. Built from the ground up for deployment in a secure, unlimited scale, distributed services hosting environment, NowDocs becomes an extension of your IT resources, NowPrint extends your network!

Business Process Management (BPM)
Industry-leading Business Process Management (BPM) software and services that help you understand how you work today and how to make it better. Business process management (BPM) is a management discipline that combines a process-centric and cross-functional approach to improving how organizations achieve their business goals.

Like Us: http://www.facebook.com/nowdocs/app_201143516562748
Follow Us: https://twitter.com/#!/NowDocsNowPrint
Watch Us: http://www.youtube.com/user/NowDocsNowPrint/feed
Learn About Us: http://www.nowdocs.com",1999,,,,,,
Betawave,Betawave,Cold,,22,information technology & services,david@davidjacobbusinessbrokers.com,http://www.betawave.com,http://www.linkedin.com/company/betawave,,http://www.twitter.com/betawave,706 Mission Street,San Francisco,California,United States,94103,"706 Mission Street, San Francisco, California, United States, 94103","advertising, brand marketing, media, sales and marketing, consumer internet, enterprise software, internet, information technology, software, technology, information & internet, domain parking, domain sales, domain auctions, domain appraisal, domain marketplace, buy domains, sell domains, domain brokerage, domain listing, domain management, domain valuation, domain investment, website appraisal, online community, domain registration, traffic monetization, domain flipping, seo optimization, branding, custom landing pages, digital marketing, internet marketing, web hosting, domain extensions, tlds, cctlds, gtlds, premium domains, brandable domains, domain transfers, web development, script development, online security, cookie policy, user privacy, account management, social media integration, payment processing, fraud prevention, data analytics, customer support, mobile application, direct messaging, online forums, community growth, personal information protection, account verification, market trends, digital assets, internet startups, marketing & advertising, enterprises, computer software, information technology & services, b2b, sales & marketing, consumers",,,Amazon AWS,,,,,8000000,,684383f76c2a670001e8549b,,"Betawave Corporation (www.betawave.com) is an online media company with a premium portfolio of publishers that creates unique brand experiences at scale. Betawave has assembled some of the leading gaming, social media, entertainment, lifestyle, and parenting websites to deliver highly attentive audiences for brand marketers totaling over 39 million U.S. unique users.  Since launching two years ago Betawave has grown to be #1 in reach to Kids, #1 in time spent with Moms and #1 in reach to Parents.  

Betawave is able to deliver on the highest value proposition for clients: the scale and service of a portal, efficiency and value of a network, and engagement and customization of a niche site.   Betawave forges long term exclusive partnerships with a select group of premium publishers (less than 20). We select publishers that are category leaders in reach and time spent, and have largely unduplicated audiences relative to the incumbent media companies. We are experts at delivering high impact and engaging brand experiences on partner sites.

Our clients include some of the leading advertisers in the world across various categories, including CPG (Kellogg's, P&G, General Mills, Wrigley), entertainment (Disney, Sony Pictures, 20th Century Fox, Warner Bros.) and blue chip retail (Kohl's, Kodak, Mattel, Sears). Betawave is headquartered in San Francisco with sales offices in New York, Los Angeles and Chicago.  Our investors include Panorama Capital, Rustic Canyon Partners, Rembrandt Venture Partners, and Global Asset Capital.",,,,,,,
PatronManager,PatronManager,Cold,,26,information technology & services,david@davidjacobbusinessbrokers.com,http://www.patronmanager.com,http://www.linkedin.com/company/patronmanager,http://www.facebook.com/PatronTechnology,http://www.twitter.com/patrontech,850 7th Avenue,New York,New York,United States,10019,"850 7th Avenue, New York, New York, United States, 10019","webbased ticketing, box office management, crm, email marketing, donor database management, subscription management, membership management, technology, ticketing, e-commerce, consumer internet, internet, information technology, software development, sales, enterprise software, enterprises, computer software, information technology & services, b2b, marketing & advertising, consumers",'+1 212-271-4328,,"Salesforce, Route 53, Gmail, Pardot, Google Apps, CloudFlare Hosting, Remote",,,,,3000000,,684383f76c2a670001e854a0,,"PatronManager is a provider of integrated customer relationship management (CRM) solutions tailored for arts and cultural organizations. Built on the Salesforce platform, it offers a comprehensive suite of tools for box office ticketing, fundraising, email marketing, and membership management. PatronManager aims to enhance the operational efficiency of arts organizations by leveraging advanced cloud-based technology.

The company serves over 750 organizations, including symphony orchestras, theatres, opera companies, dance companies, university performing arts centers, and museums. Its services include sophisticated ticketing solutions, advanced fundraising capabilities, and effective email marketing strategies. PatronManager centralizes customer data, allowing organizations to maintain strong relationships with their patrons and improve engagement and fundraising efforts. Key features include customizable dashboards, reporting tools, and seamless integration with Salesforce applications.",2001,,,,,,
SafeChats,SafeChats,Cold,,50,telecommunications,david@davidjacobbusinessbrokers.com,,http://www.linkedin.com/company/safechats,https://www.facebook.com/safechats,https://twitter.com/safechats,,Pittsburgh,Pennsylvania,United States,15203,"Pittsburgh, Pennsylvania, United States, 15203","secure internet access from anywhere, secure instant messaging, secure voice & video calling, secure email, b2b, enterprise software, software, information technology, enterprises, computer software, information technology & services",,,"Gmail, Google Apps, GoDaddy Hosting, Google Play, Google Font API, Varnish, iTunes, Google AdSense, Bootstrap Framework, WordPress.org, Mobile Friendly, Basis, Splunk",,,,,993000,,684383f76c2a670001e854b1,7372,"SafeChats is a secure collaboration platform that is simple to use!

It supports instant messaging, voice calling and file transfers. All communication is end-to-end encrypted with well-known algorithms trusted by security experts worldwide. SafeChats comes with privacy features such as swipe-to-reveal, message expiration, advanced chat history control.",2013,,,,,,
"Century Computers, Inc.",Century Computers,Cold,,15,information technology & services,david@davidjacobbusinessbrokers.com,http://www.centuryc.com,http://www.linkedin.com/company/century-computers-inc.,,,500 Ala Moana Boulevard,Honolulu,Hawaii,United States,96813,"500 Ala Moana Boulevard, Honolulu, Hawaii, United States, 96813","saas, virtualization, consulting, top vendor partner, it services & it consulting, computer software, information technology & services",'+1 808-585-0444,,"Cloudflare DNS, Outlook, Microsoft Office 365, Remote, ",,,,,14000000,,684383f76c2a670001e854b2,,"Century Computers, Inc., also known as Pacxa, is a technology services company based in Honolulu, Hawaii. Founded in 1982, it offers a variety of technical solutions tailored to meet the needs of its clients.

The company provides services such as network implementation and support, managed wide area network services, document imaging and management, hosted business applications, and on-premise technical support. Century Computers partners with major technology vendors like Microsoft, HP, VMware, and Cisco to deliver a range of hardware and software solutions. With an estimated revenue between $11 million and $100 million and a workforce of approximately 65 employees, Century Computers is dedicated to enhancing business operations through its comprehensive IT services.",1982,,,,,,
SmartSignal,SmartSignal,Cold,,14,information technology & services,david@davidjacobbusinessbrokers.com,,http://www.linkedin.com/company/smartsignal,,,901 Warrenville Rd,Lisle,Illinois,United States,60532,"901 Warrenville Rd, Lisle, Illinois, United States, 60532","predictive diagnostics, rotating equipment maintenance & reliability, condition monitoring, oil gas, predictive analytics, power generation, reliability centered maintenance, advanced pattern recognition, oil amp gas, software, information technology, software development, information technology & services, enterprise software, enterprises, computer software, b2b",,,Microsoft Office 365,,,,,25000000,,684383f76c2a670001e8549f,,"SmartSignal, acquired by GE Vernova's Electrification Software business in 2011, is the leading provider of predictive diagnostics software and services used to anticipate and avoid surprise equipment failure. SmartSignal customers detect equipment problems with enough advanced timing to optimize maintenance resources, reduce risks, and eliminate failure. With over 40 patents and tens of thousands of prevented impending equipment failures and operational errors, SmartSignal technology has won over twenty awards for excellence, including an international Wall Street Journal Technology Innovation Award.",1999,GE (ge.com),,,,,
ABCMob,ABCMob,Cold,,19,information technology & services,david@davidjacobbusinessbrokers.com,http://www.abcmob.com,http://www.linkedin.com/company/abcmob,https://www.facebook.com/Abcmob-301368493317143/,https://twitter.com/abc_mob,7655 Trask Ave,Westminster,California,United States,92683,"7655 Trask Ave, Westminster, California, United States, 92683","mobile business applications, byod, iphone, android, mobile tourism, mobile banking, mobile insurance, mobile fitness, mobile restaurant, mobile hotels, mobile airlines, mobile hris, mobile crm, mobile erp, html5, symbian, windows mobile, ipad, blackberry, java me, mobile, saas, information technology, enterprise software, ios, software, it services & it consulting, mobile applications, business solutions, cloud hosting, custom solutions, enterprise applications, hris, crm, scm, erp, banking apps, airline applications, restaurant solutions, insurance apps, real estate apps, mobile commerce, html5 access, social media integration, any device compatibility, cross-platform, native ui design, data security, mobile payment solutions, customer engagement, user feedback, analytics, reservation systems, app store compatibility, mobile websites, client/server solutions, mobile optimization, employee engagement, byod support, real-time notifications, customer relationship management, flight tracking, online ordering, event management, mobile surveys, fitness tracking apps, agriculture technology, retail solutions, client access, mobile search, location services, client integration, data management, application updates, mobile user experience, mobile information system, internet, information technology & services, mobile devices, computer software, enterprises, b2b, mobile apps, cloud computing, sales, e-commerce, consumer internet, consumers, computer & network security, events services",'+1 657-214-1590,"abcMob is an innovator in the application business. We create applications that can be used on desktops, tablets and mobile. Our approach is to create native applications plus allowing for HTML5 access to the service. We write one code that can later be translated to native code on different platforms (native Objective-C, native Java on Android, C on Windows/Linux...etc) and then compiled to get full working application. Our technology allow us to maintain the same look/feel of application between different devices and make sure that updates are happening on all versions at the same time.","Apache, YouTube, Mobile Friendly, SAP, , Android, Remote, AI",,,,,6000000,,684383f76c2a670001e854bb,,"abcMob is an innovator in the application business. We create applications that can be used on desktops, tablets and mobile. Our approach is to create native applications plus allowing for HTML5 access to the service. We write one code that can later be translated to native code on different platforms (native Objective-C, native Java on Android, C on Windows/Linux..etc) and then compiled to get full working application. Our technology allow us to maintain the same look/feel of application between different devices and make sure that updates are happening on all versions at the same time.

abcMob applications will help businesses quickly and easily create new services for their customers. Our created solution will cover full range of handsets and devices. It is a native application that can be included in Appstore or distributed on CDs/DVDs or online. End-users will be free to choose whatever operating system or device that they want but still access the data through similar interfaces.

Design of a good native UI is one of our priority and user experience will be shared on many different platforms. Security is only an important issue that we take seriously. We can also keep our service separated from your business logic or fully integrated with the databases that you are providing.

Sectors covered: Banking, Insurance, Hotels, HRIS, Restaurants, Tourism, Fitness/Gym, Music, Universities and many more.",2010,,,,,,
Uplogix Now Lantronix,Uplogix Now Lantronix,Cold,,19,information technology & services,david@davidjacobbusinessbrokers.com,http://www.uplogix.com,http://www.linkedin.com/company/uplogix,,,48 Discovery,Irvine,California,United States,92618-3151,"48 Discovery, Irvine, California, United States, 92618-3151","enterprise network management automation, secure remote access, management of m2m systems, extreme remote network management, cyber resiliency, outofband management, iot network management, enterprise software, it management, networking, software, information technology, software development, intelligent iot solutions, edge ai, out-of-band network management, industrial iot, console servers, ai-driven automation, cloud-based iot, iot device management, smart cities, connected healthcare, remote environment management, telematics, iot gateways, networking solutions, serial-to-ethernet device servers, saas management platform, application integration, data analytics, remote access solutions, advanced console management, lan/wan connectivity, power-over-ethernet (poe), iot connectivity modules, qualcomm integration, smart utilities, automotive solutions, industrial automation, embedded systems development, device lifecycle management, firmware updates, telematics solutions, secure remote management, engineering services, technical support, centralized management software, integrated networking solutions, multi-interface telematic devices, health monitoring, energy management solutions, automated reporting, data security management, performance optimization, automation integration, predictive maintenance, remote monitoring, cloud infrastructure solutions, iot prototypes, enterprises, computer software, information technology & services, b2b, mechanical or industrial engineering",,,"Cloudflare DNS, Outlook, Microsoft Office 365, Salesforce, Zendesk, Google Cloud Hosting, WP Engine, AudioEye, Hubspot, Android, IoT, Remote, Flutter, Python, SharePoint, Node.js, AI",,,,,17500000,,684383f86c2a670001e8552e,,"Uplogix is wholly owned by Lantronix, Inc. Uplogix was founded on the observation that the problem with network management is that it relied on the network itself to operate.

To really manage network infrastructure, you need to operate from an out-of-band perspective—and more than just as a remote secondary connection to devices. For Uplogix, evolving out-of-band means monitoring devices and taking actions directly over the console port, like an onsite technician plugging in a laptop. We go far beyond traditional ""dumb"" console servers that sit plugged in and waiting to be useful should there be a crisis.

We've deployed everywhere from the data centers of global financial institutions to remote energy production platforms to the battlefield, as well as the branch office down the street. The challenges we solve exist in all networks. In fact, our top three customers are all in different markets (federal, satellite and financial).",2003,,,,,,
clubsystems group,clubsystems group,Cold,,30,information technology & services,david@davidjacobbusinessbrokers.com,http://www.clubsys.com,http://www.linkedin.com/company/clubsystems-group,,,330 S Warminster Rd,Hatboro,Pennsylvania,United States,19040-3404,"330 S Warminster Rd, Hatboro, Pennsylvania, United States, 19040-3404","club management, software, hardware, business forms, supplies, software development, information technology & services",'+1 800-356-4242,,"Outlook, CloudFlare Hosting",,,,,22100000,,684383f86c2a670001e85530,,"clubsystems group is a leading provider of innovative club management software, offering products such as accounting, membership management, food & beverage, catering, tee time management, point-of-sale, and various online services. It is our mission to become the world's premier software provider to the Club Management Industry by providing superior software support and product enhancements for life.",1969,,,,,,
Greenlink Networks,Greenlink,Cold,,20,telecommunications,david@davidjacobbusinessbrokers.com,http://www.greenlinknetworks.com,http://www.linkedin.com/company/greenlink-networks,https://www.facebook.com/greenlinknetworks,https://twitter.com/getgreenlink,122 W John Carpenter Fwy,Irving,Texas,United States,75039-2000,"122 W John Carpenter Fwy, Irving, Texas, United States, 75039-2000","advertising, social commerce, performance marketing, group buying, deals, sales and marketing, e-commerce, consumer internet, enterprise software, internet, information technology, software, business voip, cloud phone system, sip trunking, hosted pbx, hybrid fax solutions, outbound paperless fax, sms solutions, voice over ip, voip technology, remote work solutions, unified communications as a service, cloud-based communication, flexible phone system, scalable phone service, predictable pricing, customer support, partner program, voip features, fax to email, voip hardware, softphone applications, unlimited calling, multi-site support, call forwarding, auto-attendant, voicemail to email, call park, presence management, remote staff solutions, business continuity, unlimited scalability, free porting, device compatibility, byod, local number service, sip to pri, analog services, digital fax solutions, cost-effective communication, unified messaging, downloadable applications, voip setup, business phone features, technical support, voip systems, customer portal, partner portal, service status, sip connectivity, consumers, information technology & services, marketing & advertising, sales & marketing, enterprises, computer software, b2b",'+1 888-972-8802,We provide solutions that allow you to enhance your business communications while lowering costs. Join us and have free service for your entire company.,"DynECT, Outlook, Microsoft Office 365, StatusPage IO, Hubspot, Google Analytics, YouTube, Mobile Friendly, Google Play, Bootstrap Framework, Nginx",,,,,10011000,,684383f86c2a670001e8554f,"7380, 8742","Greenlink is a cloud based business phone service.

We provide a feature rich, all-inclusive service with all that you need to enhance your business communications while saving more than 30% on telephone costs.

Our services are sold exclusively through a network of qualified local partners.",2015,,,,,,
HOA Technology,HOA Technology,Cold,,18,information services,david@davidjacobbusinessbrokers.com,http://www.hoatechnology.com,http://www.linkedin.com/company/hoatechnology,,,9601 Irvine Center Drive,Irvine,California,United States,92618,"9601 Irvine Center Drive, Irvine, California, United States, 92618","access control, transponders, key fobs, amenity controls, hoa, software, visitor managment, automation, reservation systems, vehicle identification, apartments, community associations, video surveillance, cctv, rfid systems, software design, biometrics, hardware installation, fiber optics, barrier arms, intrusion detection, license plate recognition, activity detection, recording solutions, data analytics, cloud storage, remote access, security systems, surveillance solutions, community security, vehicle access control, system installation, maintenance services, property management, integration services, real-time monitoring, custom security solutions, security software, user access management, authentication methods, alarm monitoring, site management, network management, consumer safety, communication systems, access logs, scale designs, security infrastructure, design studio, preventative maintenance, digital signal transmission, high-speed connectivity, wireless systems, installation support, customer service, safety protocols, system upgrades, client consultations, information technology & services, software development, enterprise software, enterprises, computer software, b2b",'+1 949-916-1400,,"Cloudflare DNS, Amazon SES, Gmail, Google Apps, CloudFlare Hosting, WP Engine, Leadfeeder, OneTrust, Braze, Active Campaign, Google Analytics, Mobile Friendly, Wistia, WordPress.org, Google Font API, Google Tag Manager, Remote, Domo, Sisense, KNIME, Splunk",,,,,6000000,,684383f86c2a670001e85556,,"With over 500 homeowner association installations and a customer list that reads like a who's who of Southern California's most desirable developments, HOA Technology is Southern California's premiere full-spectrum integration service provider.

HOA Technology has the largest full-service integration fleet with the fastest response time of ANY service fleet in Southern California. Our dedicated office staff and highly skilled technicians are available 24 hours a day to assist our customers and respond to service requests. We are committed to the systems we service from the ground-up system design to installation to monthly preventative maintenance. Whether you are looking design a brand new vehicle entrance gate or have a camera system that hasn't functioned in years, we will be able to help you assess your security needs and provide you with a manageable plan towards making your community secure.

We design, install, service and maintain access control, video, intrusion, gates and barrier arms and traffic control systems and pride ourself on being Southern California's premier provider of transponders and key fobs.

Our friendly office staff is available 24 hours a day to get you started on the path towards securing your community. We specialize in system design, installation and maintenance of a variety of different systems and are always looking to take on new projects, no matter how big or small. Our sales and service departments are highly skilled and can provide you with valuable information on current and emerging technology that will meet your specific needs. If your current system is inoperable or if you are looking to upgrade – we can help!",2008,,,,,,
PromptCloud,PromptCloud,Cold,,99,information technology & services,david@davidjacobbusinessbrokers.com,http://www.promptcloud.com,http://www.linkedin.com/company/promptcloud,https://www.facebook.com/promptcloud,http://twitter.com/promptcloud,16192 Coastal Highway,Lewes,Delaware,United States,19958,"16192 Coastal Highway, Lewes, Delaware, United States, 19958","big data solutions, deep crawl, refresh crawl, cloud computing solution, low latency crawls, hosted indexing, hosted web extraction solution, web crawling service, sitespecific crawl, web scraping service, web data extraction service, custom crawling solutions, social media crawl, enterprise software, big data, cloud data services, search, consumer internet, software, information technology, internet, it services & it consulting, web data extraction, data as a service (daas), automated web scraping, cloud computing, data harvesting, e-commerce data scraping, product catalog management, market insights, business intelligence, real-time data collection, advanced technology, scalability, customization, user-friendly platform, customer support, ethical data practices, competitive intelligence, market research, travel data aggregation, healthcare data extraction, financial data analysis, sentiment analysis, lead generation, data-driven decision-making, industry applications, customer-centric solutions, responsive support, tailored web scraping services, enterprises, computer software, information technology & services, b2b, consumers, analytics, marketing & advertising, sales",'+91 80 4121 6038,,"Route 53, MailJet, Sendgrid, Gmail, Google Apps, Microsoft Office 365, Hubspot, WP Engine, React, AI",,,,,12000000,,684383f86c2a670001e85554,7371,"PromptCloud, founded in 2009, specializes in Data as a Service (DaaS) solutions, focusing on large-scale web scraping and data extraction. The company provides structured, actionable data to enterprises by utilizing cloud computing and automation to enhance data acquisition processes.

Their services include custom web scraping tailored for complex data extraction, managed crawling for automated data collection, and data structuring to ensure clean and usable outputs. PromptCloud also offers industry-specific solutions with pre-built crawler recipes for various use cases. One of their notable products is 42Signals, an AI-powered suite launched in 2022 that delivers insights into market trends, competitor analysis, and customer behavior.

PromptCloud operates on a subscription-based model, with pricing based on project size and complexity. The company is recognized for its scalability, automation, and adherence to data privacy standards, making it a reliable partner for enterprises in sectors like e-commerce, finance, and retail.",2009,,,,,,
